image,class
v_BoxingSpeedBag_g14_c04.avi_frame2.jpg,BoxingSpeedBag
v_SumoWrestling_g12_c04.avi_frame4.jpg,SumoWrestling
v_TennisSwing_g11_c03.avi_frame2.jpg,TennisSwing
v_ShavingBeard_g18_c02.avi_frame8.jpg,ShavingBeard
v_ApplyEyeMakeup_g25_c01.avi_frame7.jpg,ApplyEyeMakeup
v_Bowling_g16_c03.avi_frame4.jpg,Bowling
v_Diving_g11_c06.avi_frame3.jpg,Diving
v_ThrowDiscus_g22_c02.avi_frame0.jpg,ThrowDiscus
v_Biking_g16_c02.avi_frame1.jpg,Biking
v_JugglingBalls_g21_c04.avi_frame5.jpg,JugglingBalls
v_SkateBoarding_g25_c05.avi_frame0.jpg,SkateBoarding
v_Shotput_g08_c06.avi_frame3.jpg,Shotput
v_PlayingDhol_g19_c03.avi_frame3.jpg,PlayingDhol
v_SoccerPenalty_g19_c02.avi_frame1.jpg,SoccerPenalty
v_ShavingBeard_g13_c03.avi_frame4.jpg,ShavingBeard
v_BlowDryHair_g11_c01.avi_frame6.jpg,BlowDryHair
v_PoleVault_g24_c01.avi_frame5.jpg,PoleVault
v_Skiing_g22_c01.avi_frame1.jpg,Skiing
v_TennisSwing_g09_c01.avi_frame1.jpg,TennisSwing
v_Biking_g13_c01.avi_frame1.jpg,Biking
v_PlayingFlute_g21_c06.avi_frame14.jpg,PlayingFlute
v_PlayingGuitar_g13_c06.avi_frame6.jpg,PlayingGuitar
v_WritingOnBoard_g25_c06.avi_frame5.jpg,WritingOnBoard
v_Haircut_g20_c03.avi_frame5.jpg,Haircut
v_Billiards_g21_c04.avi_frame6.jpg,Billiards
v_Lunges_g22_c04.avi_frame0.jpg,Lunges
v_Rowing_g24_c03.avi_frame1.jpg,Rowing
v_WalkingWithDog_g18_c02.avi_frame8.jpg,WalkingWithDog
v_PlayingSitar_g19_c04.avi_frame2.jpg,PlayingSitar
v_Bowling_g10_c06.avi_frame2.jpg,Bowling
v_Diving_g13_c07.avi_frame0.jpg,Diving
v_ParallelBars_g12_c03.avi_frame2.jpg,ParallelBars
v_PlayingDaf_g12_c04.avi_frame8.jpg,PlayingDaf
v_FrisbeeCatch_g16_c05.avi_frame0.jpg,FrisbeeCatch
v_PommelHorse_g09_c01.avi_frame0.jpg,PommelHorse
v_PlayingTabla_g13_c01.avi_frame2.jpg,PlayingTabla
v_PlayingSitar_g14_c07.avi_frame1.jpg,PlayingSitar
v_RockClimbingIndoor_g19_c04.avi_frame10.jpg,RockClimbingIndoor
v_PlayingFlute_g17_c04.avi_frame11.jpg,PlayingFlute
v_CliffDiving_g21_c03.avi_frame2.jpg,CliffDiving
v_WalkingWithDog_g18_c04.avi_frame5.jpg,WalkingWithDog
v_PlayingFlute_g15_c07.avi_frame12.jpg,PlayingFlute
v_TrampolineJumping_g11_c02.avi_frame1.jpg,TrampolineJumping
v_HandstandWalking_g14_c03.avi_frame2.jpg,HandstandWalking
v_Mixing_g22_c03.avi_frame3.jpg,Mixing
v_BrushingTeeth_g12_c05.avi_frame7.jpg,BrushingTeeth
v_VolleyballSpiking_g16_c03.avi_frame2.jpg,VolleyballSpiking
v_Diving_g16_c03.avi_frame1.jpg,Diving
v_HeadMassage_g23_c04.avi_frame0.jpg,HeadMassage
v_Haircut_g13_c03.avi_frame3.jpg,Haircut
v_PlayingCello_g17_c02.avi_frame9.jpg,PlayingCello
v_BrushingTeeth_g22_c07.avi_frame4.jpg,BrushingTeeth
v_HorseRiding_g15_c03.avi_frame4.jpg,HorseRiding
v_PlayingFlute_g11_c02.avi_frame8.jpg,PlayingFlute
v_BodyWeightSquats_g09_c07.avi_frame5.jpg,BodyWeightSquats
v_PlayingGuitar_g21_c02.avi_frame7.jpg,PlayingGuitar
v_BoxingPunchingBag_g12_c02.avi_frame0.jpg,BoxingPunchingBag
v_Punch_g16_c01.avi_frame1.jpg,Punch
v_StillRings_g21_c03.avi_frame3.jpg,StillRings
v_PlayingPiano_g17_c03.avi_frame7.jpg,PlayingPiano
v_MoppingFloor_g09_c04.avi_frame8.jpg,MoppingFloor
v_PoleVault_g16_c07.avi_frame2.jpg,PoleVault
v_Bowling_g25_c03.avi_frame0.jpg,Bowling
v_YoYo_g09_c04.avi_frame6.jpg,YoYo
v_PlayingSitar_g09_c06.avi_frame2.jpg,PlayingSitar
v_PlayingGuitar_g14_c01.avi_frame9.jpg,PlayingGuitar
v_BaseballPitch_g17_c01.avi_frame2.jpg,BaseballPitch
v_BodyWeightSquats_g20_c02.avi_frame3.jpg,BodyWeightSquats
v_PlayingDaf_g22_c07.avi_frame6.jpg,PlayingDaf
v_PizzaTossing_g10_c02.avi_frame1.jpg,PizzaTossing
v_IceDancing_g23_c02.avi_frame9.jpg,IceDancing
v_Hammering_g13_c03.avi_frame3.jpg,Hammering
v_SkateBoarding_g17_c02.avi_frame6.jpg,SkateBoarding
v_CricketBowling_g14_c02.avi_frame1.jpg,CricketBowling
v_PlayingSitar_g14_c06.avi_frame8.jpg,PlayingSitar
v_BenchPress_g14_c01.avi_frame3.jpg,BenchPress
v_MilitaryParade_g17_c05.avi_frame2.jpg,MilitaryParade
v_FrontCrawl_g10_c02.avi_frame0.jpg,FrontCrawl
v_IceDancing_g20_c02.avi_frame1.jpg,IceDancing
v_Drumming_g10_c06.avi_frame0.jpg,Drumming
v_MoppingFloor_g24_c03.avi_frame9.jpg,MoppingFloor
v_HorseRace_g09_c03.avi_frame5.jpg,HorseRace
v_PlayingDaf_g20_c01.avi_frame2.jpg,PlayingDaf
v_IceDancing_g13_c03.avi_frame2.jpg,IceDancing
v_JumpRope_g22_c02.avi_frame4.jpg,JumpRope
v_PlayingPiano_g15_c04.avi_frame3.jpg,PlayingPiano
v_Fencing_g25_c04.avi_frame0.jpg,Fencing
v_CleanAndJerk_g18_c02.avi_frame7.jpg,CleanAndJerk
v_ThrowDiscus_g20_c03.avi_frame3.jpg,ThrowDiscus
v_JumpingJack_g11_c02.avi_frame1.jpg,JumpingJack
v_Basketball_g25_c06.avi_frame1.jpg,Basketball
v_BenchPress_g16_c05.avi_frame1.jpg,BenchPress
v_PizzaTossing_g22_c02.avi_frame4.jpg,PizzaTossing
v_Bowling_g18_c02.avi_frame2.jpg,Bowling
v_FrontCrawl_g18_c05.avi_frame1.jpg,FrontCrawl
v_WritingOnBoard_g23_c07.avi_frame1.jpg,WritingOnBoard
v_BaseballPitch_g19_c03.avi_frame1.jpg,BaseballPitch
v_BlowDryHair_g24_c04.avi_frame1.jpg,BlowDryHair
v_HandstandWalking_g22_c01.avi_frame0.jpg,HandstandWalking
v_SalsaSpin_g19_c03.avi_frame6.jpg,SalsaSpin
v_BasketballDunk_g18_c04.avi_frame0.jpg,BasketballDunk
v_Punch_g08_c05.avi_frame5.jpg,Punch
v_BlowDryHair_g09_c01.avi_frame12.jpg,BlowDryHair
v_Diving_g22_c02.avi_frame2.jpg,Diving
v_BreastStroke_g13_c04.avi_frame1.jpg,BreastStroke
v_TableTennisShot_g14_c02.avi_frame3.jpg,TableTennisShot
v_MoppingFloor_g24_c04.avi_frame3.jpg,MoppingFloor
v_FloorGymnastics_g25_c04.avi_frame1.jpg,FloorGymnastics
v_SoccerJuggling_g14_c06.avi_frame4.jpg,SoccerJuggling
v_Billiards_g11_c03.avi_frame9.jpg,Billiards
v_PlayingGuitar_g21_c04.avi_frame1.jpg,PlayingGuitar
v_Rowing_g25_c01.avi_frame4.jpg,Rowing
v_SoccerJuggling_g11_c01.avi_frame8.jpg,SoccerJuggling
v_Billiards_g14_c03.avi_frame7.jpg,Billiards
v_SoccerJuggling_g16_c06.avi_frame1.jpg,SoccerJuggling
v_SoccerJuggling_g20_c02.avi_frame3.jpg,SoccerJuggling
v_Drumming_g24_c03.avi_frame9.jpg,Drumming
v_Hammering_g18_c01.avi_frame0.jpg,Hammering
v_HorseRiding_g20_c01.avi_frame0.jpg,HorseRiding
v_Skijet_g23_c01.avi_frame4.jpg,Skijet
v_Haircut_g24_c05.avi_frame9.jpg,Haircut
v_Biking_g08_c05.avi_frame1.jpg,Biking
v_Billiards_g09_c04.avi_frame7.jpg,Billiards
v_PlayingSitar_g11_c06.avi_frame1.jpg,PlayingSitar
v_MilitaryParade_g11_c03.avi_frame3.jpg,MilitaryParade
v_Lunges_g23_c03.avi_frame2.jpg,Lunges
v_PlayingCello_g09_c03.avi_frame6.jpg,PlayingCello
v_VolleyballSpiking_g08_c06.avi_frame0.jpg,VolleyballSpiking
v_HorseRiding_g13_c04.avi_frame4.jpg,HorseRiding
v_RockClimbingIndoor_g25_c07.avi_frame4.jpg,RockClimbingIndoor
v_JugglingBalls_g17_c03.avi_frame8.jpg,JugglingBalls
v_CuttingInKitchen_g10_c07.avi_frame14.jpg,CuttingInKitchen
v_TableTennisShot_g18_c04.avi_frame0.jpg,TableTennisShot
v_HorseRace_g16_c04.avi_frame5.jpg,HorseRace
v_Surfing_g16_c01.avi_frame6.jpg,Surfing
v_TrampolineJumping_g12_c03.avi_frame6.jpg,TrampolineJumping
v_Knitting_g17_c02.avi_frame7.jpg,Knitting
v_FloorGymnastics_g25_c05.avi_frame2.jpg,FloorGymnastics
v_HulaHoop_g25_c03.avi_frame3.jpg,HulaHoop
v_PlayingDaf_g25_c06.avi_frame10.jpg,PlayingDaf
v_Drumming_g18_c01.avi_frame3.jpg,Drumming
v_Swing_g12_c02.avi_frame3.jpg,Swing
v_JugglingBalls_g12_c05.avi_frame8.jpg,JugglingBalls
v_BodyWeightSquats_g13_c01.avi_frame1.jpg,BodyWeightSquats
v_IceDancing_g10_c03.avi_frame4.jpg,IceDancing
v_Skiing_g10_c04.avi_frame5.jpg,Skiing
v_JumpRope_g11_c05.avi_frame9.jpg,JumpRope
v_BandMarching_g19_c04.avi_frame2.jpg,BandMarching
v_HeadMassage_g17_c01.avi_frame3.jpg,HeadMassage
v_Archery_g15_c06.avi_frame5.jpg,Archery
v_BenchPress_g23_c01.avi_frame4.jpg,BenchPress
v_HeadMassage_g08_c04.avi_frame2.jpg,HeadMassage
v_BabyCrawling_g16_c04.avi_frame7.jpg,BabyCrawling
v_CuttingInKitchen_g08_c01.avi_frame3.jpg,CuttingInKitchen
v_VolleyballSpiking_g23_c02.avi_frame4.jpg,VolleyballSpiking
v_MilitaryParade_g15_c07.avi_frame2.jpg,MilitaryParade
v_PommelHorse_g22_c03.avi_frame10.jpg,PommelHorse
v_Diving_g18_c02.avi_frame2.jpg,Diving
v_MilitaryParade_g21_c03.avi_frame0.jpg,MilitaryParade
v_PlayingDaf_g09_c05.avi_frame6.jpg,PlayingDaf
v_Diving_g15_c06.avi_frame2.jpg,Diving
v_RockClimbingIndoor_g20_c05.avi_frame12.jpg,RockClimbingIndoor
v_ShavingBeard_g20_c03.avi_frame11.jpg,ShavingBeard
v_SkyDiving_g12_c02.avi_frame5.jpg,SkyDiving
v_Nunchucks_g21_c02.avi_frame6.jpg,Nunchucks
v_TrampolineJumping_g15_c05.avi_frame3.jpg,TrampolineJumping
v_PlayingSitar_g13_c01.avi_frame6.jpg,PlayingSitar
v_Knitting_g09_c03.avi_frame4.jpg,Knitting
v_JumpRope_g25_c06.avi_frame8.jpg,JumpRope
v_HammerThrow_g08_c03.avi_frame6.jpg,HammerThrow
v_PlayingCello_g17_c04.avi_frame12.jpg,PlayingCello
v_FloorGymnastics_g21_c05.avi_frame4.jpg,FloorGymnastics
v_PizzaTossing_g23_c01.avi_frame1.jpg,PizzaTossing
v_SalsaSpin_g21_c04.avi_frame7.jpg,SalsaSpin
v_PlayingGuitar_g17_c02.avi_frame6.jpg,PlayingGuitar
v_Knitting_g25_c04.avi_frame6.jpg,Knitting
v_Lunges_g10_c06.avi_frame7.jpg,Lunges
v_BaseballPitch_g23_c07.avi_frame1.jpg,BaseballPitch
v_ParallelBars_g12_c01.avi_frame5.jpg,ParallelBars
v_JumpRope_g19_c02.avi_frame1.jpg,JumpRope
v_IceDancing_g10_c07.avi_frame6.jpg,IceDancing
v_SkateBoarding_g25_c04.avi_frame4.jpg,SkateBoarding
v_SalsaSpin_g15_c01.avi_frame6.jpg,SalsaSpin
v_HeadMassage_g23_c07.avi_frame9.jpg,HeadMassage
v_BandMarching_g13_c02.avi_frame2.jpg,BandMarching
v_PlayingFlute_g09_c01.avi_frame3.jpg,PlayingFlute
v_FieldHockeyPenalty_g11_c03.avi_frame5.jpg,FieldHockeyPenalty
v_BoxingSpeedBag_g11_c04.avi_frame8.jpg,BoxingSpeedBag
v_Fencing_g23_c04.avi_frame5.jpg,Fencing
v_WallPushups_g08_c03.avi_frame2.jpg,WallPushups
v_SalsaSpin_g22_c05.avi_frame11.jpg,SalsaSpin
v_Haircut_g19_c05.avi_frame2.jpg,Haircut
v_WalkingWithDog_g10_c02.avi_frame6.jpg,WalkingWithDog
v_HandstandWalking_g25_c02.avi_frame4.jpg,HandstandWalking
v_FrontCrawl_g20_c03.avi_frame9.jpg,FrontCrawl
v_Skijet_g19_c02.avi_frame4.jpg,Skijet
v_MoppingFloor_g23_c03.avi_frame6.jpg,MoppingFloor
v_Drumming_g21_c01.avi_frame4.jpg,Drumming
v_BoxingPunchingBag_g08_c06.avi_frame13.jpg,BoxingPunchingBag
v_Rafting_g09_c01.avi_frame7.jpg,Rafting
v_Surfing_g10_c01.avi_frame7.jpg,Surfing
v_Rowing_g25_c02.avi_frame10.jpg,Rowing
v_PlayingPiano_g16_c07.avi_frame3.jpg,PlayingPiano
v_Haircut_g24_c06.avi_frame7.jpg,Haircut
v_PlayingDaf_g21_c04.avi_frame8.jpg,PlayingDaf
v_PoleVault_g16_c01.avi_frame1.jpg,PoleVault
v_TableTennisShot_g16_c03.avi_frame1.jpg,TableTennisShot
v_Billiards_g15_c02.avi_frame8.jpg,Billiards
v_FrontCrawl_g20_c01.avi_frame0.jpg,FrontCrawl
v_HammerThrow_g14_c06.avi_frame7.jpg,HammerThrow
v_Rowing_g13_c02.avi_frame4.jpg,Rowing
v_SkyDiving_g24_c02.avi_frame2.jpg,SkyDiving
v_Diving_g23_c04.avi_frame2.jpg,Diving
v_SumoWrestling_g09_c02.avi_frame4.jpg,SumoWrestling
v_PommelHorse_g12_c03.avi_frame5.jpg,PommelHorse
v_Diving_g21_c03.avi_frame7.jpg,Diving
v_Diving_g23_c05.avi_frame1.jpg,Diving
v_JumpRope_g20_c04.avi_frame11.jpg,JumpRope
v_BlowingCandles_g09_c04.avi_frame2.jpg,BlowingCandles
v_Skiing_g19_c03.avi_frame7.jpg,Skiing
v_PommelHorse_g11_c03.avi_frame0.jpg,PommelHorse
v_BlowDryHair_g11_c02.avi_frame13.jpg,BlowDryHair
v_Shotput_g22_c01.avi_frame1.jpg,Shotput
v_HandstandWalking_g23_c03.avi_frame11.jpg,HandstandWalking
v_BlowDryHair_g12_c06.avi_frame10.jpg,BlowDryHair
v_Punch_g13_c01.avi_frame9.jpg,Punch
v_PizzaTossing_g19_c04.avi_frame3.jpg,PizzaTossing
v_SalsaSpin_g25_c02.avi_frame5.jpg,SalsaSpin
v_WalkingWithDog_g10_c03.avi_frame4.jpg,WalkingWithDog
v_MilitaryParade_g11_c02.avi_frame1.jpg,MilitaryParade
v_PlayingDhol_g19_c02.avi_frame3.jpg,PlayingDhol
v_BaseballPitch_g19_c02.avi_frame5.jpg,BaseballPitch
v_PullUps_g08_c02.avi_frame1.jpg,PullUps
v_HeadMassage_g17_c04.avi_frame4.jpg,HeadMassage
v_PlayingDhol_g23_c03.avi_frame6.jpg,PlayingDhol
v_Surfing_g12_c07.avi_frame5.jpg,Surfing
v_Diving_g20_c05.avi_frame2.jpg,Diving
v_PlayingDaf_g08_c01.avi_frame0.jpg,PlayingDaf
v_SumoWrestling_g25_c04.avi_frame5.jpg,SumoWrestling
v_Punch_g08_c02.avi_frame3.jpg,Punch
v_Biking_g20_c07.avi_frame11.jpg,Biking
v_PlayingDhol_g25_c05.avi_frame9.jpg,PlayingDhol
v_PlayingDaf_g11_c06.avi_frame10.jpg,PlayingDaf
v_Diving_g12_c05.avi_frame8.jpg,Diving
v_PizzaTossing_g08_c01.avi_frame5.jpg,PizzaTossing
v_BandMarching_g19_c05.avi_frame3.jpg,BandMarching
v_PlayingDhol_g25_c03.avi_frame3.jpg,PlayingDhol
v_BandMarching_g11_c07.avi_frame7.jpg,BandMarching
v_HorseRace_g18_c02.avi_frame2.jpg,HorseRace
v_Knitting_g12_c03.avi_frame4.jpg,Knitting
v_SumoWrestling_g19_c01.avi_frame2.jpg,SumoWrestling
v_Nunchucks_g13_c06.avi_frame2.jpg,Nunchucks
v_RopeClimbing_g14_c05.avi_frame5.jpg,RopeClimbing
v_RopeClimbing_g23_c03.avi_frame2.jpg,RopeClimbing
v_Knitting_g18_c01.avi_frame4.jpg,Knitting
v_HandstandWalking_g18_c06.avi_frame8.jpg,HandstandWalking
v_VolleyballSpiking_g21_c04.avi_frame2.jpg,VolleyballSpiking
v_Rafting_g13_c03.avi_frame4.jpg,Rafting
v_PullUps_g22_c01.avi_frame2.jpg,PullUps
v_ShavingBeard_g22_c06.avi_frame8.jpg,ShavingBeard
v_PizzaTossing_g14_c01.avi_frame0.jpg,PizzaTossing
v_SoccerJuggling_g08_c02.avi_frame7.jpg,SoccerJuggling
v_PlayingDaf_g18_c07.avi_frame5.jpg,PlayingDaf
v_PlayingCello_g18_c02.avi_frame2.jpg,PlayingCello
v_YoYo_g11_c06.avi_frame2.jpg,YoYo
v_GolfSwing_g15_c03.avi_frame4.jpg,GolfSwing
v_CleanAndJerk_g22_c02.avi_frame8.jpg,CleanAndJerk
v_PoleVault_g24_c02.avi_frame2.jpg,PoleVault
v_PlayingSitar_g10_c01.avi_frame7.jpg,PlayingSitar
v_TrampolineJumping_g08_c03.avi_frame3.jpg,TrampolineJumping
v_YoYo_g22_c06.avi_frame0.jpg,YoYo
v_LongJump_g22_c02.avi_frame0.jpg,LongJump
v_Bowling_g14_c04.avi_frame5.jpg,Bowling
v_FloorGymnastics_g18_c03.avi_frame6.jpg,FloorGymnastics
v_SkateBoarding_g08_c01.avi_frame0.jpg,SkateBoarding
v_Surfing_g16_c04.avi_frame1.jpg,Surfing
v_ThrowDiscus_g18_c02.avi_frame1.jpg,ThrowDiscus
v_BandMarching_g16_c07.avi_frame2.jpg,BandMarching
v_HighJump_g13_c02.avi_frame3.jpg,HighJump
v_MoppingFloor_g21_c02.avi_frame7.jpg,MoppingFloor
v_PlayingDaf_g16_c01.avi_frame5.jpg,PlayingDaf
v_BandMarching_g24_c04.avi_frame3.jpg,BandMarching
v_PoleVault_g19_c06.avi_frame0.jpg,PoleVault
v_PlayingCello_g22_c06.avi_frame0.jpg,PlayingCello
v_BalanceBeam_g14_c02.avi_frame2.jpg,BalanceBeam
v_TaiChi_g25_c02.avi_frame6.jpg,TaiChi
v_BrushingTeeth_g08_c02.avi_frame7.jpg,BrushingTeeth
v_BrushingTeeth_g08_c02.avi_frame1.jpg,BrushingTeeth
v_BoxingPunchingBag_g09_c02.avi_frame3.jpg,BoxingPunchingBag
v_BasketballDunk_g14_c06.avi_frame2.jpg,BasketballDunk
v_TaiChi_g09_c02.avi_frame4.jpg,TaiChi
v_JumpRope_g08_c04.avi_frame6.jpg,JumpRope
v_Kayaking_g25_c03.avi_frame7.jpg,Kayaking
v_Lunges_g16_c02.avi_frame0.jpg,Lunges
v_BoxingSpeedBag_g12_c02.avi_frame9.jpg,BoxingSpeedBag
v_BandMarching_g11_c01.avi_frame4.jpg,BandMarching
v_Archery_g13_c05.avi_frame0.jpg,Archery
v_PlayingDaf_g16_c02.avi_frame1.jpg,PlayingDaf
v_Billiards_g17_c05.avi_frame9.jpg,Billiards
v_UnevenBars_g21_c02.avi_frame1.jpg,UnevenBars
v_FrontCrawl_g11_c02.avi_frame12.jpg,FrontCrawl
v_HammerThrow_g19_c01.avi_frame7.jpg,HammerThrow
v_BlowingCandles_g22_c02.avi_frame2.jpg,BlowingCandles
v_StillRings_g23_c01.avi_frame6.jpg,StillRings
v_HandstandWalking_g24_c03.avi_frame2.jpg,HandstandWalking
v_SkyDiving_g18_c03.avi_frame2.jpg,SkyDiving
v_BodyWeightSquats_g14_c03.avi_frame1.jpg,BodyWeightSquats
v_BreastStroke_g09_c01.avi_frame4.jpg,BreastStroke
v_PlayingDaf_g09_c02.avi_frame0.jpg,PlayingDaf
v_SoccerJuggling_g14_c05.avi_frame7.jpg,SoccerJuggling
v_MoppingFloor_g16_c01.avi_frame2.jpg,MoppingFloor
v_Bowling_g24_c02.avi_frame3.jpg,Bowling
v_Fencing_g13_c03.avi_frame3.jpg,Fencing
v_ApplyLipstick_g25_c04.avi_frame7.jpg,ApplyLipstick
v_ThrowDiscus_g18_c02.avi_frame0.jpg,ThrowDiscus
v_JavelinThrow_g11_c04.avi_frame5.jpg,JavelinThrow
v_Rowing_g15_c07.avi_frame15.jpg,Rowing
v_BlowingCandles_g17_c04.avi_frame9.jpg,BlowingCandles
v_HorseRiding_g11_c01.avi_frame5.jpg,HorseRiding
v_CleanAndJerk_g20_c03.avi_frame0.jpg,CleanAndJerk
v_WritingOnBoard_g11_c05.avi_frame8.jpg,WritingOnBoard
v_StillRings_g09_c03.avi_frame4.jpg,StillRings
v_HammerThrow_g11_c04.avi_frame3.jpg,HammerThrow
v_PlayingDhol_g11_c07.avi_frame3.jpg,PlayingDhol
v_Fencing_g08_c03.avi_frame1.jpg,Fencing
v_HorseRiding_g22_c02.avi_frame6.jpg,HorseRiding
v_BrushingTeeth_g20_c02.avi_frame1.jpg,BrushingTeeth
v_HeadMassage_g23_c04.avi_frame1.jpg,HeadMassage
v_HulaHoop_g13_c05.avi_frame0.jpg,HulaHoop
v_CricketBowling_g16_c02.avi_frame2.jpg,CricketBowling
v_Billiards_g15_c01.avi_frame5.jpg,Billiards
v_GolfSwing_g09_c02.avi_frame5.jpg,GolfSwing
v_BodyWeightSquats_g08_c01.avi_frame2.jpg,BodyWeightSquats
v_JavelinThrow_g11_c02.avi_frame0.jpg,JavelinThrow
v_BrushingTeeth_g25_c07.avi_frame8.jpg,BrushingTeeth
v_CleanAndJerk_g24_c04.avi_frame0.jpg,CleanAndJerk
v_ShavingBeard_g17_c02.avi_frame5.jpg,ShavingBeard
v_BenchPress_g20_c04.avi_frame2.jpg,BenchPress
v_ApplyEyeMakeup_g18_c02.avi_frame5.jpg,ApplyEyeMakeup
v_BrushingTeeth_g25_c02.avi_frame5.jpg,BrushingTeeth
v_HandStandPushups_g25_c03.avi_frame2.jpg,HandStandPushups
v_Rafting_g15_c04.avi_frame5.jpg,Rafting
v_Surfing_g13_c01.avi_frame2.jpg,Surfing
v_Surfing_g12_c05.avi_frame1.jpg,Surfing
v_BaseballPitch_g25_c04.avi_frame0.jpg,BaseballPitch
v_Nunchucks_g16_c04.avi_frame5.jpg,Nunchucks
v_ApplyEyeMakeup_g18_c05.avi_frame2.jpg,ApplyEyeMakeup
v_SalsaSpin_g14_c02.avi_frame9.jpg,SalsaSpin
v_FrontCrawl_g11_c02.avi_frame1.jpg,FrontCrawl
v_Punch_g23_c02.avi_frame7.jpg,Punch
v_Billiards_g08_c04.avi_frame6.jpg,Billiards
v_Typing_g15_c01.avi_frame9.jpg,Typing
v_HeadMassage_g11_c04.avi_frame4.jpg,HeadMassage
v_Fencing_g16_c03.avi_frame4.jpg,Fencing
v_BaseballPitch_g17_c01.avi_frame3.jpg,BaseballPitch
v_Drumming_g12_c01.avi_frame11.jpg,Drumming
v_BoxingPunchingBag_g12_c06.avi_frame1.jpg,BoxingPunchingBag
v_Nunchucks_g19_c03.avi_frame7.jpg,Nunchucks
v_Typing_g20_c07.avi_frame3.jpg,Typing
v_WritingOnBoard_g16_c05.avi_frame10.jpg,WritingOnBoard
v_PlayingCello_g16_c01.avi_frame6.jpg,PlayingCello
v_SkyDiving_g14_c04.avi_frame1.jpg,SkyDiving
v_Archery_g25_c06.avi_frame6.jpg,Archery
v_SkyDiving_g15_c02.avi_frame6.jpg,SkyDiving
v_UnevenBars_g23_c01.avi_frame2.jpg,UnevenBars
v_RopeClimbing_g15_c02.avi_frame5.jpg,RopeClimbing
v_Knitting_g16_c04.avi_frame2.jpg,Knitting
v_Haircut_g10_c01.avi_frame5.jpg,Haircut
v_PlayingCello_g13_c06.avi_frame4.jpg,PlayingCello
v_HandStandPushups_g24_c01.avi_frame0.jpg,HandStandPushups
v_Hammering_g22_c06.avi_frame6.jpg,Hammering
v_PlayingSitar_g17_c03.avi_frame11.jpg,PlayingSitar
v_JumpRope_g16_c03.avi_frame0.jpg,JumpRope
v_SkateBoarding_g23_c01.avi_frame5.jpg,SkateBoarding
v_PullUps_g20_c02.avi_frame4.jpg,PullUps
v_PizzaTossing_g11_c02.avi_frame4.jpg,PizzaTossing
v_FrontCrawl_g17_c03.avi_frame9.jpg,FrontCrawl
v_Punch_g24_c03.avi_frame10.jpg,Punch
v_TrampolineJumping_g17_c01.avi_frame5.jpg,TrampolineJumping
v_Rafting_g23_c01.avi_frame3.jpg,Rafting
v_Bowling_g10_c06.avi_frame1.jpg,Bowling
v_BenchPress_g19_c04.avi_frame0.jpg,BenchPress
v_Shotput_g16_c03.avi_frame4.jpg,Shotput
v_JumpRope_g08_c03.avi_frame4.jpg,JumpRope
v_PlayingDhol_g21_c02.avi_frame4.jpg,PlayingDhol
v_Typing_g14_c06.avi_frame0.jpg,Typing
v_BreastStroke_g11_c03.avi_frame3.jpg,BreastStroke
v_PlayingSitar_g08_c03.avi_frame18.jpg,PlayingSitar
v_ApplyEyeMakeup_g21_c02.avi_frame3.jpg,ApplyEyeMakeup
v_BandMarching_g14_c02.avi_frame0.jpg,BandMarching
v_CricketBowling_g15_c05.avi_frame3.jpg,CricketBowling
v_FieldHockeyPenalty_g09_c05.avi_frame2.jpg,FieldHockeyPenalty
v_Diving_g24_c05.avi_frame0.jpg,Diving
v_PommelHorse_g10_c04.avi_frame12.jpg,PommelHorse
v_HeadMassage_g18_c02.avi_frame1.jpg,HeadMassage
v_CleanAndJerk_g19_c04.avi_frame9.jpg,CleanAndJerk
v_PizzaTossing_g19_c02.avi_frame2.jpg,PizzaTossing
v_JugglingBalls_g24_c03.avi_frame3.jpg,JugglingBalls
v_Skiing_g22_c05.avi_frame12.jpg,Skiing
v_BandMarching_g13_c02.avi_frame9.jpg,BandMarching
v_WalkingWithDog_g15_c02.avi_frame2.jpg,WalkingWithDog
v_Drumming_g16_c07.avi_frame2.jpg,Drumming
v_Hammering_g25_c04.avi_frame1.jpg,Hammering
v_SumoWrestling_g18_c04.avi_frame5.jpg,SumoWrestling
v_WalkingWithDog_g20_c06.avi_frame4.jpg,WalkingWithDog
v_Drumming_g15_c04.avi_frame7.jpg,Drumming
v_PlayingTabla_g14_c03.avi_frame9.jpg,PlayingTabla
v_Rafting_g09_c04.avi_frame0.jpg,Rafting
v_Billiards_g13_c01.avi_frame0.jpg,Billiards
v_BoxingSpeedBag_g20_c05.avi_frame10.jpg,BoxingSpeedBag
v_PlayingDaf_g12_c04.avi_frame6.jpg,PlayingDaf
v_Lunges_g25_c01.avi_frame3.jpg,Lunges
v_Biking_g15_c04.avi_frame2.jpg,Biking
v_Punch_g11_c04.avi_frame5.jpg,Punch
v_PlayingSitar_g16_c01.avi_frame5.jpg,PlayingSitar
v_WritingOnBoard_g21_c07.avi_frame8.jpg,WritingOnBoard
v_PlayingDhol_g08_c04.avi_frame6.jpg,PlayingDhol
v_HorseRiding_g16_c06.avi_frame8.jpg,HorseRiding
v_JumpRope_g16_c01.avi_frame15.jpg,JumpRope
v_CuttingInKitchen_g14_c03.avi_frame3.jpg,CuttingInKitchen
v_Swing_g08_c01.avi_frame2.jpg,Swing
v_SkyDiving_g25_c01.avi_frame3.jpg,SkyDiving
